City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Wajir,KE,1.7471,40.0573,78.75,67,64,12.44,broken clouds
346,Jining,CN,35.405,116.5814,38.95,58,25,2.55,scattered clouds
347,Severo-Kurilsk,RU,50.6789,156.125,31.68,77,94,16.49,overcast clouds
348,Lewistown,US,40.5992,-77.5714,48.18,36,90,6.91,overcast clouds
349,Dudinka,RU,69.4058,86.1778,-16.38,98,100,21.12,light snow
350,Yuancheng,CN,36.652,107.7896,30.33,40,15,5.82,few clouds
351,Pak Phanang,TH,8.3511,100.202,75.07,70,65,9.37,broken clouds
352,Deputatskiy,RU,69.3,139.9,-24.68,97,100,2.91,overcast clouds
353,Beringovskiy,RU,63.05,179.3167,6.84,81,100,35.99,overcast clouds
354,Nuevo Casas Grandes,MX,30.4167,-107.9167,66.74,25,0,8.01,clear sky
355,Casablanca,MA,33.5928,-7.6192,60.33,72,3,8.01,clear sky
356,Nhulunbuy,AU,-12.2333,136.7667,84.81,70,69,2.3,broken clouds
357,Diapaga,BF,12.0708,1.7889,76.21,18,7,6.31,clear sky
358,Matara,LK,5.9485,80.5353,75.33,91,71,4.99,broken clouds
359,Mount Gambier,AU,-37.8333,140.7667,64.31,55,74,6.91,broken clouds
360,Bahia Blanca,AR,-38.7196,-62.2724,73.06,49,0,7.74,clear sky
361,Nacala,MZ,-14.5428,40.6728,77.22,87,37,4.9,scattered clouds
362,Pevek,RU,69.7008,170.3133,-9.47,96,100,17.13,light snow
363,Khuchni,RU,41.9499,47.9485,42.08,58,53,5.14,broken clouds
364,Urusha,RU,54.05,122.9,8.2,79,78,6.64,broken clouds
365,Menongue,AO,-14.6585,17.691,62.8,94,100,7.2,light rain
366,Bonfim,BR,3.0833,-59.95,82.72,61,97,7.94,overcast clouds
367,Magaria,NE,12.9983,8.9099,70.63,16,15,10.33,few clouds
368,Tateyama,JP,34.9833,139.8667,48.22,77,100,11.5,overcast clouds
369,Dingle,PH,10.9995,122.6711,73.22,89,40,6.87,scattered clouds
370,Verkhnevilyuysk,RU,63.4453,120.3167,-29.47,94,27,5.32,scattered clouds
371,Freeport,US,40.6576,-73.5832,47.01,52,1,4.0,clear sky
372,Kiunga,PG,-6.1219,141.2906,80.06,82,80,1.81,broken clouds
373,Vila Franca Do Campo,PT,37.7167,-25.4333,64.2,85,37,3.8,scattered clouds
374,Pemangkat,ID,1.1667,108.9667,79.45,81,100,9.64,overcast clouds
375,Hailey,US,43.5196,-114.3153,48.06,27,1,17.27,clear sky
376,Coquimbo,CL,-29.9533,-71.3436,60.53,82,40,11.5,scattered clouds
377,Marsa Matruh,EG,31.3525,27.2453,62.8,77,40,10.36,scattered clouds
378,Preobrazheniye,RU,42.9019,133.9064,39.72,95,91,6.33,overcast clouds
379,Dauphin,CA,51.1494,-100.0502,3.34,72,90,16.11,light snow
380,Oxford,GB,51.7522,-1.256,40.91,94,0,8.05,clear sky
381,San Quintin,MX,30.4833,-115.95,64.04,73,0,14.76,clear sky
382,Byron Bay,AU,-28.65,153.6167,75.87,80,81,6.87,light rain
383,Warri,NG,5.5167,5.75,78.28,89,98,4.07,overcast clouds
384,Bonthe,SL,7.5264,-12.505,80.55,80,15,8.61,few clouds
385,Gazojak,TM,41.1875,61.4036,37.71,75,7,9.62,clear sky
386,Whitianga,NZ,-36.8333,175.7,71.58,75,60,9.19,broken clouds
387,Sur,OM,22.5667,59.5289,72.28,72,0,4.72,clear sky
388,Kahului,US,20.8947,-156.47,77.85,82,90,4.61,light rain
389,Sitka,US,57.0531,-135.33,35.49,75,90,10.36,light snow
390,Northam,GB,51.0333,-4.2167,41.02,71,83,4.7,broken clouds
391,Talnakh,RU,69.4865,88.3972,-16.8,99,100,13.47,snow
392,Zamosc,PL,50.7231,23.252,31.84,99,100,3.36,overcast clouds
393,Iquitos,PE,-3.7481,-73.2472,78.84,89,75,1.14,broken clouds
394,Mazamari,PE,-11.3258,-74.5308,71.51,97,100,0.98,overcast clouds
395,Aklavik,CA,68.2191,-135.0107,-10.37,88,11,8.41,few clouds
396,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.6,85,32,14.14,scattered clouds
397,Moranbah,AU,-22.0016,148.0466,81.5,55,43,14.05,scattered clouds
398,Lavrentiya,RU,65.5833,-171.0,29.25,96,100,19.08,snow
399,Kupang,ID,-10.1667,123.5833,79.38,100,75,3.44,broken clouds
400,Marsh Harbour,BS,26.5412,-77.0636,76.66,77,4,15.03,clear sky
401,Adrar,MR,20.5022,-10.0711,61.5,13,100,10.47,overcast clouds
402,Arona,ES,28.0996,-16.681,60.82,60,20,26.46,few clouds
403,Obidos,BR,-1.9175,-55.5181,79.79,74,77,3.53,broken clouds
404,Songjianghe,CN,42.1859,127.479,30.04,87,74,6.38,broken clouds
405,Clyde River,CA,70.4692,-68.5914,10.63,85,100,29.93,light snow
406,Kayes,ML,14.0,-11.0,81.99,12,80,11.65,broken clouds
407,Zhigansk,RU,66.7697,123.3711,-28.28,95,100,6.62,overcast clouds
408,Pringsewu,ID,-5.3582,104.9744,72.91,97,100,1.12,overcast clouds
409,Shar,KZ,49.5886,81.0453,19.02,85,94,7.61,overcast clouds
410,Rockland,US,41.1668,-74.0496,45.45,54,100,4.74,overcast clouds
411,Imbituba,BR,-28.24,-48.6703,72.82,95,100,12.57,overcast clouds
412,Springbok,ZA,-29.6643,17.8865,52.74,87,85,5.61,overcast clouds
413,Falkensee,DE,52.5667,13.0833,35.49,96,100,5.57,light snow
414,Dickinson,US,29.4608,-95.0513,77.27,86,75,1.99,broken clouds
415,Galveston,US,29.3669,-94.9669,77.22,87,20,3.0,few clouds
416,Shakiso,ET,5.75,38.9167,52.95,69,9,3.38,clear sky
417,Awbari,LY,26.5921,12.7805,51.03,25,1,8.77,clear sky
418,Kearney,US,40.6995,-99.0815,43.36,42,1,19.57,clear sky
419,Treinta Y Tres,UY,-33.2333,-54.3833,63.81,90,95,9.42,overcast clouds
420,La Tuque,CA,47.4334,-72.7824,10.65,85,100,2.3,overcast clouds
421,Saint Anthony,US,45.0205,-93.218,39.15,68,90,3.0,overcast clouds
422,Necochea,AR,-38.5473,-58.7368,65.03,75,0,9.17,clear sky
423,Myslenice,PL,49.8338,19.9383,37.38,99,100,0.98,light snow
424,Westport,US,41.1415,-73.3579,44.91,60,1,7.0,clear sky
425,Jiwani,PK,25.05,61.7417,73.85,36,6,6.98,clear sky
426,Tangjiazhuang,CN,39.7333,118.45,39.22,44,99,12.33,overcast clouds
427,Bassila,BJ,9.0081,1.6654,78.1,21,97,3.96,overcast clouds
428,Eureka,US,40.8021,-124.1637,57.67,81,70,1.99,broken clouds
429,Chinhoyi,ZW,-17.3667,30.2,74.55,35,20,7.02,few clouds
430,Borujerd,IR,33.8973,48.7516,41.16,23,2,5.44,clear sky
431,Marabba,SD,12.35,32.1833,79.59,25,2,10.58,clear sky
432,San Roque,ES,36.2107,-5.3842,58.01,58,1,13.8,clear sky
433,Lorengau,PG,-2.0226,147.2712,86.27,72,65,16.33,broken clouds
434,Quatre Cocos,MU,-20.2078,57.7625,78.1,71,28,11.77,scattered clouds
435,Issoudun,FR,47.0,1.8333,41.65,93,90,10.36,overcast clouds
436,Rosa Zarate,EC,0.3333,-79.4667,75.47,85,98,4.7,overcast clouds
437,Palasa,IN,18.7667,84.4167,72.16,91,87,2.62,overcast clouds
438,Eyl,SO,7.9803,49.8164,74.7,67,38,13.38,scattered clouds
439,Kattivakkam,IN,13.2167,80.3167,81.07,91,1,0.87,clear sky
440,Vitoria,BR,-20.3194,-40.3378,78.66,87,40,7.0,scattered clouds
441,Muravlenko,RU,63.7898,74.523,-20.11,94,95,7.31,overcast clouds
442,Baijiantan,CN,45.6333,85.1833,29.8,68,100,4.92,overcast clouds
443,Aracati,BR,-4.5617,-37.7697,82.18,77,42,16.98,scattered clouds
444,Faro,PT,37.0194,-7.9322,55.18,67,0,8.05,clear sky
445,Iqaluit,CA,63.7506,-68.5145,10.13,72,90,13.0,light snow
446,Ahipara,NZ,-35.1667,173.1667,74.77,66,56,9.86,broken clouds
447,Evensk,RU,61.95,159.2333,-14.67,80,24,7.94,few clouds
448,Port Lincoln,AU,-34.7333,135.8667,64.36,61,3,5.55,clear sky
449,Soto La Marina,MX,23.7667,-98.2167,82.78,53,65,14.18,broken clouds
450,Sorong,ID,-0.8833,131.25,81.14,83,96,4.5,overcast clouds
451,Luau,AO,-10.7073,22.2247,62.19,94,56,2.89,light rain
452,Bonoua,CI,5.2741,-3.595,83.82,87,5,4.65,clear sky
453,The Valley,AI,18.217,-63.0578,81.1,69,20,13.8,few clouds
454,Filingue,NE,14.3521,3.3168,77.47,13,0,7.72,clear sky
455,Samarai,PG,-10.6167,150.6667,83.43,73,99,9.62,overcast clouds
456,Riachao,BR,-7.3619,-46.6172,74.3,87,97,2.98,overcast clouds
457,Puerto Escondido,MX,15.85,-97.0667,86.83,62,1,5.75,clear sky
458,Osoyoos,CA,49.0331,-119.4524,36.99,46,100,5.75,overcast clouds
459,Acapulco,MX,16.8634,-99.8901,85.82,70,1,8.05,clear sky
460,Parau,NZ,-36.9672,174.6141,76.89,79,75,18.41,broken clouds
461,Kununurra,AU,-15.7667,128.7333,76.98,88,90,4.61,overcast clouds
462,Gumdag,TM,39.2061,54.5906,46.74,65,97,10.54,overcast clouds
463,Kouango,CF,4.9934,19.9619,76.14,70,99,4.41,overcast clouds
464,Lakatoro,VU,-16.0999,167.4164,83.64,70,20,7.61,few clouds
465,Alice Springs,AU,-23.7,133.8833,72.95,56,3,5.75,clear sky
466,Dormagen,DE,51.1,6.8333,41.0,91,100,2.33,overcast clouds
467,Hirado,JP,33.3597,129.5531,43.95,66,85,6.33,overcast clouds
468,Tamiahua,MX,21.2667,-97.45,77.7,75,5,11.88,clear sky
469,Eirunepe,BR,-6.6603,-69.8736,72.12,100,100,0.83,overcast clouds
470,Maldonado,UY,-34.6667,-54.9167,67.39,94,52,7.31,broken clouds
471,Chiredzi,ZW,-21.05,31.6667,77.52,59,15,7.94,few clouds
472,Xiamen,CN,24.4798,118.0819,61.25,88,40,2.24,scattered clouds
473,Camalu,MX,30.85,-116.0667,71.42,64,2,9.15,clear sky
474,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,74.05,91,83,4.34,broken clouds
475,Vestmannaeyjar,IS,63.4427,-20.2734,44.76,77,100,19.22,overcast clouds
476,Guarapari,BR,-20.6667,-40.4975,78.69,87,49,9.6,scattered clouds
477,Nantucket,US,41.2835,-70.0995,43.97,61,1,3.44,clear sky
478,Petropavlovka,RU,50.6114,105.3196,9.81,89,84,3.71,broken clouds
479,Shache,CN,38.4167,77.2406,29.34,34,100,1.9,overcast clouds
480,Pisco,PE,-13.7,-76.2167,69.85,78,75,16.11,broken clouds
481,Flin Flon,CA,54.7682,-101.865,-9.56,64,20,6.91,few clouds
482,Saint-Joseph,RE,-21.3667,55.6167,75.56,79,42,9.53,scattered clouds
483,Zhob,PK,31.3411,69.4481,43.29,53,29,4.74,scattered clouds
484,Nurobod,UZ,40.9056,69.8023,38.25,64,71,2.21,broken clouds
485,Zharkent,KZ,44.1628,80.0,37.2,56,100,3.91,overcast clouds
486,Spokane,US,47.6166,-117.3677,34.34,40,1,1.99,clear sky
487,Tarko-Sale,RU,64.9225,77.785,-32.94,100,53,1.83,broken clouds
488,Smithers,CA,54.7804,-127.1743,16.12,92,90,3.44,overcast clouds
489,Okhotsk,RU,59.3833,143.3,-12.73,88,19,12.37,few clouds
490,Atasu,KZ,48.6814,71.6433,31.71,98,100,6.58,light snow
491,Rio Grande,BR,-32.035,-52.0986,69.94,82,21,11.92,few clouds
492,Bara,NG,10.3744,10.7288,74.88,27,52,8.12,broken clouds
493,Boyolangu,ID,-8.1181,111.8935,75.78,92,100,4.54,overcast clouds
494,Eastbourne,GB,50.7687,0.2845,44.11,83,61,5.01,broken clouds
495,Champerico,GT,14.3,-91.9167,93.74,67,3,6.71,clear sky
496,Victor Harbor,AU,-35.5667,138.6167,76.19,78,64,1.01,broken clouds
497,Toora-Khem,RU,52.4675,96.11,-5.71,100,94,1.03,overcast clouds
498,Kidal,ML,18.4411,1.4078,73.4,15,62,5.44,broken clouds
499,Qasigiannguit,GL,68.8193,-51.1922,28.65,63,100,18.7,overcast clouds
500,Bodrum,TR,37.0383,27.4292,60.28,75,34,8.34,scattered clouds
501,Acara,BR,-1.9608,-48.1967,75.81,92,93,1.1,overcast clouds
502,Alekseyevsk,RU,57.8406,108.3492,19.92,95,100,8.1,light snow
503,Maneromango,TZ,-7.1988,38.7848,68.13,98,52,1.03,broken clouds
504,Anori,BR,-3.7728,-61.6442,78.75,82,90,0.87,moderate rain
505,Dublin,US,37.7021,-121.9358,67.12,69,1,3.44,haze
506,Rhymney,GB,51.76,-3.2855,39.9,87,65,2.3,broken clouds
507,Mairinque,BR,-23.5458,-47.1833,70.41,88,75,8.32,broken clouds
508,Yumen,CN,40.2833,97.2,24.57,51,21,16.04,few clouds
509,Roma,US,43.2128,-75.4557,40.12,77,90,6.91,overcast clouds
510,Katangli,RU,51.7102,143.2326,21.07,86,73,9.95,broken clouds
511,Yelizovo,RU,53.1873,158.3805,26.74,63,75,8.99,broken clouds
512,Gamba,GA,-2.65,10.0,78.66,88,100,4.74,light rain
513,Olafsvik,IS,64.8945,-23.7142,41.23,90,100,7.11,overcast clouds
514,Vila,PT,42.0304,-8.1588,42.33,80,86,3.51,overcast clouds
515,Dzhebariki-Khaya,RU,62.2167,135.8,-10.66,98,100,4.43,overcast clouds
516,Kralendijk,BQ,12.15,-68.2667,82.38,69,40,17.27,scattered clouds
517,Bambanglipuro,ID,-7.95,110.2833,64.6,90,99,5.28,light rain
518,Sumbe,AO,-11.2061,13.8437,77.58,90,65,5.68,broken clouds
519,Morant Bay,JM,17.8815,-76.4093,83.82,84,57,11.43,broken clouds
520,Xining,CN,36.6167,101.7667,24.48,43,5,0.4,clear sky
521,Richards Bay,ZA,-28.783,32.0377,76.96,75,96,14.88,overcast clouds
522,Ganzhou,CN,28.8184,115.4327,47.01,57,0,2.17,clear sky
523,Asau,RO,46.4333,26.4,33.96,83,93,3.33,overcast clouds
524,Teresina,BR,-5.0892,-42.8019,85.71,66,0,3.44,clear sky
525,Verkhnyaya Inta,RU,65.9811,60.3094,-1.07,97,99,9.15,overcast clouds
526,Nyurba,RU,63.2842,118.3319,-29.87,95,36,5.41,scattered clouds
527,Kasempa,ZM,-13.4584,25.8338,70.38,39,38,5.21,scattered clouds
528,Paamiut,GL,61.994,-49.6678,25.16,68,100,13.98,light snow
529,Hami,CN,42.8,93.45,29.12,52,99,5.37,overcast clouds
530,Cockburn Town,TC,21.4612,-71.1419,80.62,77,67,21.63,broken clouds
531,Beshpagir,RU,45.0217,42.3808,44.02,90,65,3.4,broken clouds
532,Slave Lake,CA,55.2834,-114.769,1.38,60,1,10.36,clear sky
533,Norsup,VU,-16.0667,167.3833,83.68,70,19,7.76,few clouds
534,Itamarandiba,BR,-17.8572,-42.8589,63.7,98,26,3.53,scattered clouds
535,Tessalit,ML,20.1986,1.0114,66.69,16,66,8.55,broken clouds
536,Esik,KZ,43.3552,77.4525,33.22,64,88,3.94,overcast clouds
537,Belyy Yar,RU,53.6039,91.3903,10.29,88,64,0.0,mist
538,Kabo,CF,7.6994,18.629,78.08,30,97,2.48,overcast clouds
539,Les Cayes,HT,18.2,-73.75,77.32,80,38,5.79,scattered clouds
540,Russell,US,32.3502,-85.1999,71.2,68,1,4.61,clear sky
541,Hokitika,NZ,-42.7167,170.9667,61.5,55,96,6.93,overcast clouds
542,Patrocinio,BR,-18.9439,-46.9925,71.96,81,84,6.49,broken clouds
543,Faya,SA,18.3851,42.4509,55.51,70,0,1.79,clear sky
544,Quimper,FR,48.0,-4.1,45.28,76,75,11.5,broken clouds
545,Rosarito,MX,32.3333,-117.0333,74.62,62,0,8.66,clear sky
546,Jalu,LY,29.0331,21.5482,56.79,62,0,5.35,clear sky
547,Poum,NC,-20.2333,164.0167,81.05,74,15,10.74,few clouds
548,Riverton,US,40.5219,-111.9391,55.9,37,1,5.99,clear sky
549,Diego De Almagro,CL,-26.3667,-70.05,75.58,17,17,7.76,few clouds
550,Kaniama,CD,-7.5667,24.1833,64.8,96,74,2.73,light rain
551,Kokstad,ZA,-30.5472,29.4241,60.57,91,100,4.32,overcast clouds
552,Amahai,ID,-3.3333,128.9167,81.03,79,95,3.44,overcast clouds
553,Miyako,JP,39.6367,141.9525,39.61,68,3,4.65,clear sky
554,Yulara,AU,-25.2406,130.9889,69.64,68,40,12.66,scattered clouds
555,Araouane,ML,18.9048,-3.5265,62.91,14,62,11.16,broken clouds
556,Sayat,TM,38.7839,63.8803,39.07,79,0,10.54,clear sky
557,Kalabo,ZM,-14.97,22.6814,67.89,86,94,7.14,light rain
558,Velingara,SN,13.15,-14.1167,79.03,18,78,5.41,broken clouds
559,Ternate,ID,0.8,127.4,82.24,79,94,9.73,overcast clouds
560,Hay River,CA,60.8156,-115.7999,-13.02,70,1,3.44,clear sky
561,Baykit,RU,61.67,96.37,-8.07,96,100,3.04,overcast clouds
562,Magdagachi,RU,53.45,125.8,7.0,90,91,6.17,overcast clouds
563,La Asuncion,VE,11.0333,-63.8628,82.13,78,30,16.11,scattered clouds
564,Sangar,RU,63.9242,127.4739,-20.78,94,99,6.6,overcast clouds
565,Makushino,RU,55.2103,67.2442,28.69,97,100,5.82,overcast clouds
566,Coroiesti,RO,46.25,27.4833,35.98,95,100,4.07,overcast clouds
567,Minab,IR,27.1467,57.0801,60.3,50,16,1.86,few clouds
568,Wad Rawah,SD,15.1603,33.1397,77.7,25,0,11.36,clear sky
569,Kati,ML,12.7441,-8.0726,71.24,18,11,4.9,few clouds
570,Houma,US,29.5958,-90.7195,75.99,76,40,9.22,scattered clouds
571,Tonj,SS,7.2737,28.6822,80.2,31,61,3.27,broken clouds
572,Fort Nelson,CA,58.8053,-122.7002,-15.21,70,20,5.75,few clouds
573,Nurlat,RU,54.4277,50.8051,24.75,91,73,4.54,broken clouds
574,Rio Gallegos,AR,-51.6226,-69.2181,64.45,16,20,28.77,few clouds
575,Arlit,NE,18.7369,7.3853,68.43,17,3,6.08,clear sky
576,Sinnamary,GF,5.3833,-52.95,77.58,88,95,8.28,light rain
577,Nelson,NZ,-41.2833,173.2833,60.69,95,100,8.01,overcast clouds
578,Lashio,MM,22.9333,97.75,55.31,94,10,1.83,clear sky
579,Mnogovershinnyy,RU,53.9353,139.9242,1.31,91,94,3.11,overcast clouds
580,Oyon,PE,-10.6681,-76.7731,45.25,95,100,2.64,overcast clouds
581,Udalguri,IN,26.7667,92.1333,64.63,69,69,3.89,broken clouds
582,Sao Lourenco Do Oeste,BR,-26.3592,-52.8511,67.93,63,36,2.66,scattered clouds
583,Zhaotong,CN,27.3167,103.7167,42.22,88,39,2.59,scattered clouds
584,Log,RU,49.4844,43.8613,31.68,95,100,9.46,overcast clouds
585,Verkhoyansk,RU,67.5447,133.385,-20.25,99,100,1.01,overcast clouds
586,Lac-Au-Saumon,CA,48.421,-67.3476,16.3,86,97,5.64,overcast clouds
587,Tumpat,MY,6.1978,102.171,71.58,100,20,0.0,few clouds
588,Esna,EG,25.2934,32.554,55.42,45,92,7.94,overcast clouds
589,Coahuayana,MX,18.7333,-103.6833,83.75,65,97,3.56,overcast clouds
590,Pingliang,CN,35.5392,106.6861,33.22,35,2,4.05,clear sky
591,Winslow,US,35.0242,-110.6974,64.96,25,1,4.23,clear sky
592,Padang,ID,-0.9492,100.3543,73.45,86,99,3.91,overcast clouds
593,Nishihara,JP,26.1842,127.7558,66.25,66,40,11.5,scattered clouds
594,Nagato,JP,34.3833,131.2,46.31,78,4,5.06,clear sky
595,Kamina,CD,-8.7386,24.9906,63.55,93,94,5.28,overcast clouds
596,Severnyy-Kospashskiy,RU,59.0925,57.8008,-4.4,77,99,1.05,overcast clouds
597,Chebarkul,RU,54.9749,60.3633,24.64,87,100,2.42,overcast clouds
598,Los Llanos De Aridane,ES,28.6585,-17.9182,63.12,63,75,11.01,broken clouds
599,Tilichiki,RU,60.4667,166.1,-0.13,96,88,3.65,overcast clouds
600,Muroto,JP,33.2833,134.15,42.84,64,96,7.83,overcast clouds
601,Tazmalt,DZ,36.3868,4.3989,46.92,72,90,15.26,overcast clouds
602,Kalakamati,BW,-20.5929,27.3121,71.44,69,98,11.07,overcast clouds
603,Kyshtovka,RU,56.555,76.6271,28.31,94,100,11.68,overcast clouds
604,Kerkrade,NL,50.8658,6.0625,39.7,86,100,0.92,overcast clouds
605,Hauterive,FR,46.0901,3.4459,39.96,97,100,6.96,overcast clouds
606,Poyarkovo,RU,49.6,128.6833,-5.91,100,73,3.42,broken clouds
607,Quang Ngai,VN,15.1167,108.8,66.25,94,100,7.9,overcast clouds
608,Touros,BR,-5.1989,-35.4608,83.3,78,63,15.64,broken clouds
609,Siteki,SZ,-26.45,31.95,67.5,76,94,0.78,overcast clouds
610,Elbistan,TR,38.2059,37.1983,37.29,74,0,0.54,clear sky
611,Deyang,CN,31.1302,104.382,51.46,64,40,3.85,scattered clouds
612,Chardara,KZ,41.2547,67.9692,42.78,68,4,5.21,clear sky
613,Beloha,MG,-25.1667,45.05,72.3,94,2,4.32,clear sky
614,Mitsamiouli,KM,-11.3847,43.2844,80.82,76,20,11.95,few clouds
615,Rafsanjan,IR,30.4067,55.9939,55.04,20,94,4.05,overcast clouds
616,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.72,86,46,9.22,scattered clouds
617,Oume,JP,35.7839,139.2431,46.06,72,90,4.61,overcast clouds
618,Calabar,NG,4.9517,8.322,77.25,91,100,3.06,overcast clouds
619,Flic En Flac,MU,-20.2742,57.3631,78.53,72,4,9.57,clear sky
620,Carballo,ES,43.213,-8.691,51.49,93,79,3.02,broken clouds
621,Diamantino,BR,-14.4086,-56.4461,76.64,88,98,1.3,moderate rain
622,Cabra,ES,37.4725,-4.4421,47.64,80,3,2.42,clear sky
623,Manado,ID,1.487,124.8455,77.77,88,20,1.14,few clouds
624,Vilyuysk,RU,63.7553,121.6247,-28.57,93,69,7.58,broken clouds
625,Port Augusta,AU,-32.5,137.7667,73.71,59,93,4.81,overcast clouds
626,Khonsa,IN,27.0167,95.5667,56.84,84,100,4.03,overcast clouds
627,Fez,MA,34.0372,-4.9998,52.05,87,75,4.61,broken clouds
628,Makakilo City,US,21.3469,-158.0858,71.92,79,90,4.61,moderate rain
629,Hambantota,LK,6.1241,81.1185,77.05,89,9,7.05,clear sky
630,Brokopondo,SR,4.75,-55.1667,77.31,89,98,7.76,overcast clouds
631,Fomboni,KM,-12.28,43.7425,81.79,77,7,15.35,clear sky
632,Brooks,CA,50.5834,-111.8851,9.23,70,86,5.75,overcast clouds
633,Bukan,IR,36.521,46.2089,42.6,34,100,1.86,overcast clouds
634,Montepuez,MZ,-13.1256,38.9997,71.98,88,99,5.44,overcast clouds
635,Bastia,FR,42.6667,9.3333,50.31,64,0,13.0,clear sky
636,Erenhot,CN,43.6475,111.9767,21.09,81,3,2.21,clear sky
637,Kayerkan,RU,69.3497,87.7602,-17.48,75,100,17.9,light snow
638,Kailua,US,21.4022,-157.7394,73.38,55,69,10.87,moderate rain
639,Puerto Leguizamo,CO,-0.1934,-74.7819,74.01,96,97,2.1,overcast clouds
640,Micheweni,TZ,-4.9667,39.8333,79.56,79,99,6.96,light rain
641,Gloggnitz,AT,47.6749,15.9389,37.02,92,100,4.54,overcast clouds
642,Kousseri,CM,12.0769,15.0306,80.56,18,71,10.36,broken clouds
643,Risor,NO,58.7206,9.2342,21.29,87,100,17.05,overcast clouds
644,Yonibana,SL,8.4447,-12.245,75.45,87,27,1.5,scattered clouds
645,Hualmay,PE,-11.0964,-77.6139,67.33,84,100,10.49,overcast clouds
646,Port Blair,IN,11.6667,92.75,78.39,70,24,11.43,few clouds
647,Felipe Carrillo Puerto,MX,19.5833,-88.05,76.46,78,15,4.25,few clouds
648,Koslan,RU,63.4564,48.8989,9.66,95,61,5.55,broken clouds
649,Vanavara,RU,60.34,102.2797,-1.19,99,100,2.48,overcast clouds
650,Afonso Claudio,BR,-20.0742,-41.1239,69.15,95,46,3.18,scattered clouds
651,Halifax,CA,44.6453,-63.5724,32.0,77,70,4.0,broken clouds
652,Swan Hill,AU,-35.3378,143.5544,73.83,44,99,13.47,overcast clouds
653,Wagar,SD,16.1525,36.2032,74.28,66,0,12.37,clear sky
654,Balykshi,KZ,47.0667,51.8667,33.8,86,75,4.47,mist
655,Presidente Olegario,BR,-18.4178,-46.4181,72.19,82,42,2.57,scattered clouds
656,Price,US,39.5994,-110.8107,56.46,18,1,9.22,clear sky
657,Buala,SB,-8.145,159.5921,80.4,85,100,14.56,moderate rain
658,Bac Lieu,VN,9.285,105.7244,70.66,88,100,8.12,overcast clouds
659,Hastings,GB,50.8552,0.5729,43.92,80,73,19.66,broken clouds
660,Marshall,US,34.3834,-86.3333,71.58,67,40,1.01,scattered clouds
661,Suifenhe,CN,44.4,131.1667,21.2,91,24,5.46,few clouds
662,Pontianak,ID,-0.0333,109.3333,75.18,100,75,1.14,broken clouds
663,Porto Belo,BR,-27.1578,-48.5531,73.35,90,92,8.57,overcast clouds
664,Galdar,ES,28.147,-15.6502,64.9,72,36,18.14,scattered clouds
665,Porto Novo,BJ,6.4965,2.6036,84.02,84,94,8.46,overcast clouds
666,Saint-Augustin,CA,51.226,-58.6502,22.55,61,100,8.1,overcast clouds
667,Terrace,CA,54.5163,-128.6035,29.43,93,90,3.44,overcast clouds
668,Novyy Urengoy,RU,66.0833,76.6333,-22.59,96,6,8.05,clear sky
669,Ballina,AU,-28.8667,153.5667,66.78,99,40,11.5,light rain
670,Labuhan,ID,-6.8844,112.2051,78.49,80,100,6.38,overcast clouds
671,Krasnoarmeysk,RU,51.0239,45.6969,24.3,88,74,9.91,broken clouds
672,Inta,RU,66.0317,60.1659,-1.07,98,99,10.51,overcast clouds
673,Ponnani,IN,10.767,75.9252,76.32,91,37,4.34,scattered clouds
674,Walvis Bay,NA,-22.9575,14.5053,61.75,72,0,3.44,clear sky
675,Las Vegas,US,36.175,-115.1372,77.11,12,20,4.0,few clouds
676,Emerald,AU,-23.5333,148.1667,82.98,57,90,11.5,overcast clouds
677,Port Macquarie,AU,-31.4333,152.9167,69.89,69,99,6.2,overcast clouds
678,Parati,BR,-23.2178,-44.7131,74.3,98,95,1.45,overcast clouds
679,Lodwar,KE,3.1191,35.5973,81.14,50,87,11.21,overcast clouds
680,Keti Bandar,PK,24.1447,67.4497,72.7,72,1,9.33,clear sky
681,Togul,RU,53.465,85.9128,10.24,98,99,3.09,overcast clouds
682,Baturaja,ID,-4.1333,104.1667,72.43,98,99,2.51,overcast clouds
683,Thunder Bay,CA,48.4001,-89.3168,30.56,89,90,18.41,snow
684,Yaan,NG,7.3833,8.5667,79.99,39,75,4.41,broken clouds
685,Birjand,IR,32.8663,59.2211,28.87,54,0,4.61,clear sky
686,Ahuimanu,US,21.4447,-157.8378,73.11,70,69,9.86,moderate rain
687,Indianola,US,41.3581,-93.5574,50.49,62,100,12.35,overcast clouds
688,Moerai,PF,-22.4333,-151.3333,77.99,79,87,14.7,light rain
689,Neuquen,AR,-38.9516,-68.0591,85.89,32,0,8.05,clear sky
690,Cidreira,BR,-30.1811,-50.2056,69.64,87,50,14.76,scattered clouds
691,Gap,FR,44.6667,6.0,17.06,89,41,6.06,light snow
692,Atherton,GB,53.5237,-2.4935,41.22,85,100,2.44,overcast clouds
693,Lamu,KE,-2.2717,40.902,80.82,79,96,9.28,overcast clouds
694,Mangrol,IN,21.1167,70.1167,72.32,60,0,11.43,clear sky
695,Miami Beach,US,25.7906,-80.1301,78.03,82,74,1.01,broken clouds
